,0
0,0.05289101600646973
1,0.7386319637298584
2,0.05842089653015137
3,0.05543398857116699
4,0.0909430980682373
5,0.05930900573730469
6,0.12298321723937988
7,0.03816080093383789
8,0.05649900436401367
9,0.13234519958496094
10,0.058320045471191406
11,0.06858396530151367
12,0.054306983947753906
13,0.13998007774353027
14,0.12950682640075684
15,0.050598859786987305
16,0.059689998626708984
17,0.08963513374328613
18,0.06438803672790527
19,0.0515446662902832
20,0.06051301956176758
21,0.042754173278808594
22,0.05702781677246094
23,0.06652402877807617
24,0.0456390380859375
25,0.05311083793640137
26,0.06271100044250488
27,0.5272610187530518
28,1.502439022064209
29,1.4688222408294678
30,1.418747901916504
31,1.5453119277954102
32,1.451697826385498
33,1.4147610664367676
34,1.4304418563842773
35,1.408451795578003
36,1.4858460426330566
37,1.434401035308838
38,1.4836888313293457
39,1.4522249698638916
40,1.433366060256958
41,1.5605981349945068
42,1.4437119960784912
43,1.420426607131958
44,1.4417049884796143
45,1.496649980545044
46,1.9351251125335693
47,2.090394973754883
48,2.361318826675415
49,1.9129018783569336
50,1.610182285308838
51,1.4157490730285645
52,2.0517449378967285
53,2.1744577884674072
54,1.536355972290039
55,1.429511308670044
56,1.434607744216919
57,1.5362989902496338
58,1.4248249530792236
59,1.4181230068206787
60,1.4217867851257324
61,1.436952829360962
62,1.6518070697784424
63,1.5017902851104736
64,1.6500821113586426
65,1.4900500774383545
66,1.47064208984375
67,1.5317537784576416
68,1.5661308765411377
69,2.1092190742492676
70,1.7553069591522217
71,1.4879539012908936
72,1.5353178977966309
73,1.4391391277313232
74,1.4296340942382812
75,1.4273967742919922
76,1.452991008758545
77,1.55501389503479
78,1.4507920742034912
79,1.4403529167175293
80,1.4487009048461914
81,1.486989974975586
82,2.2992103099823
83,1.7690391540527344
84,1.5119960308074951
85,1.4429619312286377
86,1.4765262603759766
87,1.5448760986328125
88,1.8311049938201904
89,2.0318403244018555
90,1.4776651859283447
91,1.4313790798187256
92,1.4461448192596436
93,1.9976840019226074
94,2.120628833770752
95,1.5936319828033447
96,1.4336261749267578
97,1.4356019496917725
98,1.4326529502868652
99,1.4464828968048096
100,1.5413191318511963
101,1.4502809047698975
102,1.4340617656707764
103,1.4309089183807373
104,1.4458622932434082
105,1.5411221981048584
106,1.447376012802124
107,1.4382390975952148
108,1.4483437538146973
109,1.4377479553222656
110,1.528395652770996
111,1.4612300395965576
112,1.4416091442108154
113,1.456373929977417
114,1.7219340801239014
115,2.542834997177124
116,1.4616639614105225
117,1.428429126739502
118,1.4377391338348389
119,1.4424619674682617
120,1.547079086303711
121,1.45271897315979
122,1.457935094833374
123,1.457305908203125
124,1.43607497215271
125,1.571605920791626
126,1.4498710632324219
127,1.4243099689483643
128,1.449420690536499
129,1.4577240943908691
130,1.5300321578979492
131,1.4596869945526123
132,1.473649024963379
133,1.46122407913208
134,1.4758269786834717
135,1.5738298892974854
136,1.4496009349822998
137,1.4944367408752441
138,1.5129292011260986
139,1.4800519943237305
140,1.5886249542236328
141,1.5000929832458496
142,1.4959022998809814
143,1.5008931159973145
144,1.485936164855957
145,1.7691450119018555
146,2.2411439418792725
147,2.2309930324554443
148,1.7850620746612549
149,1.4765162467956543
150,1.5871758460998535
151,1.4724209308624268
152,1.4860351085662842
153,1.4553170204162598
154,1.453104019165039
155,1.5893869400024414
156,1.4927198886871338
157,1.4808971881866455
158,1.4560513496398926
159,1.4859380722045898
160,1.5644018650054932
161,1.5078940391540527
162,1.472388744354248
163,1.4902379512786865
164,1.475721836090088
165,1.6070308685302734
166,1.4759888648986816
167,1.4632749557495117
168,1.475174903869629
169,1.4681079387664795
170,1.5861968994140625
171,1.4666860103607178
172,1.4808249473571777
