,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,1.1486279964447021,0.6721010208129883,0.6694397926330566,0.6737091541290283,0.6701509952545166,0.6803781986236572,0.6841228008270264,0.6874470710754395,0.6949770450592041,0.6831369400024414,0.6868088245391846,0.6858220100402832,0.7476518154144287,0.9945740699768066,0.6807396411895752,0.6888329982757568,0.6843631267547607,0.6711940765380859,0.6680068969726562
1,0.7182872295379639,0.7296772003173828,0.7288050651550293,0.7050518989562988,0.7081820964813232,0.719182014465332,0.7149219512939453,0.7293212413787842,0.729315996170044,0.7170009613037109,0.7143359184265137,0.7232229709625244,0.8257279396057129,1.069917917251587,0.7171041965484619,0.724254846572876,0.7226910591125488,0.7118520736694336,0.7126672267913818
2,0.6925802230834961,0.7050759792327881,0.7048120498657227,0.702625036239624,0.7030980587005615,0.7154679298400879,0.717980146408081,0.7299778461456299,0.726280927658081,0.7206618785858154,0.7182860374450684,0.7206799983978271,0.8019027709960938,1.066579818725586,0.7166008949279785,0.7192819118499756,0.7288620471954346,0.7086300849914551,0.7078251838684082
3,0.6948707103729248,0.6981091499328613,0.7035918235778809,0.7006640434265137,0.7065930366516113,0.7173609733581543,0.7171077728271484,0.7264959812164307,0.723503828048706,0.719188928604126,0.7175869941711426,0.722344160079956,0.8038756847381592,1.061187982559204,0.716702938079834,0.7183437347412109,0.7215988636016846,0.7116649150848389,0.7106399536132812
4,0.6957657337188721,0.6980407238006592,0.7077827453613281,0.6966390609741211,0.7025249004364014,0.7150020599365234,0.7159428596496582,0.7257483005523682,0.7231569290161133,0.7170302867889404,0.7203290462493896,0.7234330177307129,0.8076977729797363,1.0986099243164062,0.7135279178619385,0.717947244644165,0.7223508358001709,0.7058560848236084,0.7082962989807129
5,0.6920890808105469,0.6982879638671875,0.6975951194763184,0.7022459506988525,0.6990530490875244,0.7198290824890137,0.7169780731201172,0.727888822555542,0.7228281497955322,0.7170031070709229,0.7145590782165527,0.7196071147918701,0.804175853729248,1.0631182193756104,0.710860013961792,0.7189829349517822,0.7240099906921387,0.7082538604736328,0.7074630260467529
6,0.6916909217834473,0.6972191333770752,0.6959080696105957,0.7019460201263428,0.6989521980285645,0.7158167362213135,0.7150540351867676,0.7244019508361816,0.7230212688446045,0.7428410053253174,0.714163064956665,0.7164151668548584,0.7999370098114014,1.0633389949798584,0.7116799354553223,0.7165660858154297,0.7235629558563232,0.7086160182952881,0.7081401348114014
7,0.6886751651763916,0.7001588344573975,0.695349931716919,0.7041420936584473,0.7180228233337402,0.715893030166626,0.7178559303283691,0.7278299331665039,0.7249391078948975,0.7140169143676758,0.717764139175415,0.7226166725158691,0.8045077323913574,1.0693178176879883,0.7099349498748779,0.7189798355102539,0.725581169128418,0.7108137607574463,0.7095928192138672
8,0.6918618679046631,0.701361894607544,0.6937580108642578,0.705510139465332,0.7190899848937988,0.7153811454772949,0.7139410972595215,0.7288811206817627,0.7265946865081787,0.7164368629455566,0.7207951545715332,0.7213277816772461,0.8015971183776855,1.0664451122283936,0.7136099338531494,0.716245174407959,0.7197599411010742,0.7045786380767822,0.7094419002532959
9,0.6926798820495605,0.6991832256317139,0.6968240737915039,0.7016611099243164,0.7057089805603027,0.7181129455566406,0.7169179916381836,0.7277600765228271,0.724808931350708,0.720850944519043,0.7414638996124268,0.7146091461181641,0.799832820892334,1.0701823234558105,0.7099483013153076,0.719785213470459,0.7238261699676514,0.7042372226715088,0.7097480297088623
