,0,1,2,3,4,5,6,7,8,9,10
0,1.0683939456939697,0.7603600025177002,0.8822898864746094,0.7458150386810303,0.7423050403594971,0.7363252639770508,0.7374908924102783,0.7363080978393555,0.8741810321807861,0.7131352424621582,0.9559967517852783
1,0.8061099052429199,0.7893948554992676,0.8368279933929443,0.7865610122680664,0.7930829524993896,0.7890801429748535,0.7873568534851074,0.7892880439758301,1.0612196922302246,0.7717928886413574,1.015683889389038
2,0.7953400611877441,0.7960209846496582,0.7928249835968018,0.7880082130432129,0.7948732376098633,0.7893819808959961,0.8003809452056885,0.7925601005554199,0.9952259063720703,0.7868010997772217,1.0476181507110596
3,0.7954740524291992,0.7859928607940674,0.8054370880126953,0.7938847541809082,0.7863657474517822,0.7935349941253662,0.8057253360748291,0.7960009574890137,1.088771104812622,0.7450377941131592,1.0158398151397705
4,0.7968277931213379,0.7740819454193115,0.7871930599212646,0.7912130355834961,0.7880430221557617,0.78802490234375,0.796515703201294,0.8014721870422363,1.0555472373962402,0.7547662258148193,1.0156669616699219
5,0.788409948348999,0.7800881862640381,0.8691871166229248,0.7913341522216797,0.7869508266448975,0.796457052230835,0.7984027862548828,0.8090457916259766,1.02783203125,0.742210865020752,1.0190868377685547
6,0.8066790103912354,0.7729372978210449,0.7991170883178711,0.7857780456542969,0.7913222312927246,0.7951090335845947,0.7945148944854736,0.8067440986633301,1.1651530265808105,0.762343168258667,1.0181050300598145
7,0.9664456844329834,0.8168339729309082,0.8235530853271484,0.7986350059509277,0.7854259014129639,0.7943558692932129,0.7953557968139648,0.8093900680541992,1.0505788326263428,0.749243974685669,1.0127379894256592
8,0.8867747783660889,0.7741260528564453,0.8633639812469482,0.7927520275115967,0.7991359233856201,0.7934441566467285,0.7936410903930664,0.8113222122192383,0.8166599273681641,0.7280867099761963,1.0145878791809082
9,0.8752539157867432,0.7890210151672363,0.792963981628418,0.7893130779266357,0.7858989238739014,0.7887711524963379,0.7940042018890381,0.8209259510040283,0.8023500442504883,0.797482967376709,1.0223710536956787
10,0.8742380142211914,0.7843010425567627,0.7978198528289795,0.8016500473022461,0.7923262119293213,0.7932407855987549,0.7922477722167969,0.816547155380249,0.8979461193084717,0.761120080947876,1.011314868927002
11,1.437896966934204,0.772845983505249,0.7846419811248779,0.7955160140991211,0.791600227355957,0.787438154220581,0.7838172912597656,0.8094868659973145,1.078894853591919,0.7429759502410889,1.0084140300750732
