,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.7275540828704834,0.7280178070068359,0.7180461883544922,0.706805944442749,0.7184748649597168,0.7229633331298828,0.7406802177429199,0.8580589294433594,0.7223272323608398,0.7199161052703857,0.7165939807891846,0.7300848960876465,0.724376916885376,0.7189717292785645,0.7226920127868652,0.7265012264251709,0.7042860984802246,0.7197561264038086,0.6999170780181885,0.7363488674163818,0.7091460227966309,0.7151539325714111,0.7092201709747314,0.7148780822753906,0.7086379528045654,0.7113630771636963,0.7187650203704834,0.7391972541809082,0.7154901027679443,0.7125568389892578,0.7227718830108643,0.7524118423461914,0.7329881191253662,0.7414331436157227,0.7501311302185059,0.7447569370269775,0.770251989364624,0.7148182392120361,0.7208750247955322,0.7056398391723633,0.7289011478424072,0.7234117984771729,0.722672700881958,0.7333800792694092,0.713961124420166,0.7060160636901855,0.7339491844177246,0.715289831161499,0.7229440212249756,0.7101056575775146
1,0.7487678527832031,0.7480282783508301,0.7510757446289062,0.7493138313293457,0.7576520442962646,0.7594020366668701,0.7834219932556152,0.8804831504821777,0.7650060653686523,0.750648021697998,0.7539515495300293,0.7538602352142334,0.7576308250427246,0.7526371479034424,0.7558891773223877,0.7659580707550049,0.7765800952911377,0.7750141620635986,0.73919677734375,0.804887056350708,0.7503061294555664,0.7541401386260986,0.7543230056762695,0.7550411224365234,0.7450110912322998,0.7548496723175049,0.7540168762207031,0.7610518932342529,0.7552871704101562,0.7508771419525146,0.762592077255249,0.8035681247711182,0.8088319301605225,0.7867867946624756,0.7831501960754395,0.7630331516265869,0.8086371421813965,0.751582145690918,0.754371166229248,0.7457969188690186,0.7644312381744385,0.7580268383026123,0.7451951503753662,0.7694110870361328,0.7446548938751221,0.7459778785705566,0.767869234085083,0.7609128952026367,0.762394905090332,0.7514991760253906
2,0.7418808937072754,0.737156867980957,0.7471089363098145,0.7563261985778809,0.746553897857666,0.7590506076812744,0.8197791576385498,0.9070580005645752,0.7464361190795898,0.7440409660339355,0.7516701221466064,0.7514660358428955,0.7465560436248779,0.7496411800384521,0.7570538520812988,0.7550358772277832,0.7393450736999512,0.7520017623901367,0.7583348751068115,0.8790881633758545,0.7534520626068115,0.7607111930847168,0.7516112327575684,0.7492132186889648,0.7457339763641357,0.7467892169952393,0.7556159496307373,0.8436682224273682,0.7587230205535889,0.7489950656890869,0.7677099704742432,0.7851221561431885,0.774893045425415,0.7835648059844971,0.7796671390533447,0.7550499439239502,0.7536792755126953,0.7504041194915771,0.7622859477996826,0.7459292411804199,0.7656056880950928,0.754612922668457,0.7508490085601807,0.7730228900909424,0.7450211048126221,0.7425599098205566,0.7707061767578125,0.7593660354614258,0.7638270854949951,0.7587912082672119
3,0.8227121829986572,0.7402570247650146,0.7496738433837891,0.7500789165496826,0.7403628826141357,0.7538719177246094,0.7775671482086182,0.7897262573242188,0.7478110790252686,0.7536132335662842,0.7515089511871338,0.7524888515472412,0.7453079223632812,0.7466039657592773,0.7565779685974121,0.7536258697509766,0.7406761646270752,0.7524700164794922,0.7411730289459229,0.817591667175293,0.7438106536865234,0.7886800765991211,0.751838207244873,0.7482948303222656,0.7513248920440674,0.7449741363525391,0.7561697959899902,0.829254150390625,0.7516670227050781,0.7521469593048096,0.7695047855377197,0.7675762176513672,0.7704598903656006,0.7873690128326416,0.778573751449585,0.7544031143188477,0.7519431114196777,0.7543540000915527,0.783301830291748,0.7451560497283936,0.7661449909210205,0.753544807434082,0.7626168727874756,0.7666308879852295,0.7446160316467285,0.7493939399719238,0.7602119445800781,0.7590630054473877,0.7679409980773926,0.7591061592102051
4,0.8660261631011963,0.7411959171295166,0.7471358776092529,0.7522299289703369,0.7464840412139893,0.7915229797363281,0.7799570560455322,0.7507388591766357,0.7492091655731201,0.7891261577606201,0.7455599308013916,0.7447211742401123,0.7405169010162354,0.747424840927124,0.7509262561798096,0.7539489269256592,0.738306999206543,0.7505552768707275,0.7346298694610596,0.7721109390258789,0.7388973236083984,0.7601838111877441,0.7484171390533447,0.7513818740844727,0.7547590732574463,0.7523930072784424,0.7476170063018799,0.8731551170349121,0.7563221454620361,0.7517719268798828,0.7655441761016846,0.7837429046630859,0.7677040100097656,0.7860839366912842,0.7892179489135742,0.7505838871002197,0.7497830390930176,0.7482099533081055,0.7676780223846436,0.7469961643218994,0.7603380680084229,0.7498421669006348,0.7493302822113037,0.8024098873138428,0.7430112361907959,0.7454149723052979,0.7597649097442627,0.766528844833374,0.7639880180358887,0.7610180377960205
5,0.8479230403900146,0.7360420227050781,0.7458670139312744,0.7439627647399902,0.7407960891723633,0.7505652904510498,0.778285026550293,0.7464919090270996,0.7485260963439941,0.7508268356323242,0.7460019588470459,0.7457499504089355,0.7408158779144287,0.7482712268829346,0.7554771900177002,0.7528128623962402,0.7333569526672363,0.7446677684783936,0.7368330955505371,0.7529630661010742,0.7425758838653564,0.7547070980072021,0.7451279163360596,0.746345043182373,0.7514359951019287,0.7504482269287109,0.7501389980316162,0.9090859889984131,0.7564740180969238,0.7553529739379883,0.7807409763336182,0.7877597808837891,0.7727179527282715,0.782249927520752,0.7834072113037109,0.7551190853118896,0.7537529468536377,0.7524271011352539,0.764639139175415,0.7492661476135254,0.7636017799377441,0.7565021514892578,0.749147891998291,0.7583951950073242,0.7432060241699219,0.7468230724334717,0.7592628002166748,0.7644128799438477,0.7645430564880371,0.7539248466491699
6,0.7630159854888916,0.7414548397064209,0.7386641502380371,0.7427959442138672,0.7475292682647705,0.7777631282806396,0.7749829292297363,0.7484152317047119,0.7466251850128174,0.807365894317627,0.7368271350860596,0.7946970462799072,0.7433516979217529,0.7468338012695312,0.75565505027771,0.8162391185760498,0.7370598316192627,0.7466058731079102,0.7372636795043945,0.7481708526611328,0.7439019680023193,0.7504618167877197,0.7465441226959229,0.7433688640594482,0.7501158714294434,0.7500889301300049,0.75655198097229,0.7965042591094971,0.7639272212982178,0.757349967956543,0.7623260021209717,0.7710180282592773,0.7692031860351562,0.7798299789428711,0.7840597629547119,0.8042051792144775,0.7746329307556152,0.75704026222229,0.7678990364074707,0.7476668357849121,0.7600259780883789,0.752244234085083,0.7467021942138672,0.7611019611358643,0.7414271831512451,0.7464289665222168,0.7580111026763916,0.7673459053039551,0.7627859115600586,0.7566919326782227
7,0.757969856262207,0.7445809841156006,0.7420380115509033,0.7514538764953613,0.7438631057739258,0.7998700141906738,0.772557258605957,0.7432739734649658,0.7767360210418701,0.7972252368927002,0.7537381649017334,0.7480688095092773,0.7446720600128174,0.7857279777526855,0.751258134841919,0.7916936874389648,0.7383840084075928,0.7506968975067139,0.7422511577606201,0.7522218227386475,0.7471702098846436,0.7573831081390381,0.7505741119384766,0.7429571151733398,0.7520689964294434,0.7413370609283447,0.7512598037719727,0.7526171207427979,0.7579898834228516,0.7537689208984375,0.7654063701629639,0.7869899272918701,0.7789199352264404,0.7795729637145996,0.7945380210876465,0.7877078056335449,0.7589600086212158,0.7521600723266602,0.764603853225708,0.7509899139404297,0.7594680786132812,0.7586538791656494,0.7499608993530273,0.7600798606872559,0.7410569190979004,0.7487852573394775,0.757073163986206,0.7654891014099121,0.7609679698944092,0.7690908908843994
8,0.7482149600982666,0.7394030094146729,0.745203971862793,0.7664079666137695,0.7635769844055176,0.7745890617370605,0.773827075958252,0.7530429363250732,0.8143179416656494,0.7502760887145996,0.7361431121826172,0.7493910789489746,0.7577557563781738,0.7404642105102539,0.753122091293335,0.7493250370025635,0.743096113204956,0.7538802623748779,0.7439820766448975,0.7530739307403564,0.7425558567047119,0.7501287460327148,0.7463710308074951,0.7360577583312988,0.7607338428497314,0.7499780654907227,0.7537841796875,0.7557270526885986,0.7560529708862305,0.7496998310089111,0.7623658180236816,0.7583527565002441,0.7966170310974121,0.7749760150909424,0.7840287685394287,0.7607619762420654,0.76375412940979,0.7565319538116455,0.7658491134643555,0.7553138732910156,0.756155252456665,0.7627577781677246,0.7496061325073242,0.7594466209411621,0.745236873626709,0.7469911575317383,0.7724728584289551,0.7649531364440918,0.7612249851226807,0.7579748630523682
9,0.7358019351959229,0.7442047595977783,0.7420680522918701,0.7706012725830078,0.7736101150512695,0.771439790725708,0.7768220901489258,0.7456090450286865,0.7652590274810791,0.7499608993530273,0.7395038604736328,0.7458400726318359,0.7596759796142578,0.7362029552459717,0.7455370426177979,0.7494487762451172,0.7431092262268066,0.7521989345550537,0.7474510669708252,0.7563390731811523,0.747689962387085,0.7588961124420166,0.7396478652954102,0.7432150840759277,0.7482390403747559,0.7402770519256592,0.76279616355896,0.7528090476989746,0.7588863372802734,0.7569379806518555,0.7680799961090088,0.7706129550933838,0.7862792015075684,0.7825520038604736,0.7809789180755615,0.7582409381866455,0.8360559940338135,0.755040168762207,0.7628018856048584,0.7476091384887695,0.7590417861938477,0.7584588527679443,0.7519321441650391,0.7596070766448975,0.7470388412475586,0.7503981590270996,0.7620270252227783,0.7668979167938232,0.7646310329437256,0.756598949432373
