,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.1863629817962646,0.7535538673400879,0.7365677356719971,0.7413280010223389,0.7862999439239502,0.7451081275939941,1.4732651710510254,0.8093011379241943,0.8003289699554443,0.8042502403259277,0.8976693153381348,0.7454729080200195,0.7497768402099609,0.7611501216888428,0.7560420036315918,0.7576172351837158,0.7648818492889404,0.7523922920227051,0.7503907680511475,0.7926790714263916,0.8132641315460205,0.8087348937988281,0.869636058807373,0.8420720100402832,0.7626218795776367,0.759544849395752,0.7633838653564453,0.7579348087310791,0.8400712013244629,0.9036307334899902
1,0.8011951446533203,0.8016290664672852,0.7949309349060059,0.7893331050872803,0.8004031181335449,0.7890989780426025,1.7797517776489258,0.8430519104003906,0.8504939079284668,0.8639612197875977,0.864091157913208,0.795950174331665,0.7927350997924805,0.8113009929656982,0.8115620613098145,0.8052101135253906,0.8041989803314209,0.8000788688659668,0.8085579872131348,0.8585443496704102,0.9214940071105957,0.8730330467224121,0.9090392589569092,0.8236210346221924,0.81797194480896,0.8345029354095459,0.8093030452728271,0.8005239963531494,0.850377082824707,0.888796329498291
2,0.8125858306884766,0.7908520698547363,0.8062222003936768,0.7905762195587158,0.8485608100891113,0.7947342395782471,1.75888991355896,0.8769018650054932,0.8348827362060547,0.8414871692657471,0.8686487674713135,0.7918317317962646,0.792104959487915,0.8156449794769287,0.8032951354980469,0.8099429607391357,0.8078739643096924,0.8041589260101318,0.8106322288513184,0.8848400115966797,0.8791310787200928,0.8452789783477783,0.8416860103607178,0.860166072845459,0.8110039234161377,0.806023120880127,0.8012878894805908,0.8035707473754883,0.886620044708252,0.8858401775360107
3,0.799346923828125,0.8065149784088135,0.8048961162567139,0.7878098487854004,0.8141958713531494,0.7933149337768555,1.535038948059082,0.8533780574798584,0.8779599666595459,0.9135439395904541,0.8815088272094727,0.7954528331756592,0.7917799949645996,0.8141088485717773,0.8019189834594727,0.807502031326294,0.8049819469451904,0.8090918064117432,0.8041338920593262,0.8910567760467529,0.8359079360961914,0.8946177959442139,0.8770849704742432,0.8508799076080322,0.8069770336151123,0.8060629367828369,0.802138090133667,0.8028621673583984,0.8797461986541748,0.8760011196136475
4,0.7996470928192139,0.7991242408752441,0.8036258220672607,0.7845261096954346,0.8907420635223389,0.7964911460876465,1.5442898273468018,0.8294551372528076,0.8378257751464844,0.8323369026184082,0.8886380195617676,0.7921557426452637,0.7965438365936279,0.8065388202667236,0.8034980297088623,0.8131210803985596,0.808009147644043,0.806797981262207,0.8077588081359863,0.9012510776519775,0.8558101654052734,0.864443302154541,0.8837389945983887,0.8415148258209229,0.8084218502044678,0.8012430667877197,0.8044319152832031,0.8044407367706299,0.8259589672088623,0.8960809707641602
5,0.8093597888946533,0.8542625904083252,0.8087277412414551,0.7960500717163086,0.8342359066009521,0.7883210182189941,1.5496931076049805,0.8442919254302979,0.8147220611572266,0.8886127471923828,0.8453590869903564,0.7934949398040771,0.7957849502563477,0.8056209087371826,0.8074381351470947,0.8089470863342285,0.8103969097137451,0.8030910491943359,0.8074760437011719,0.8568596839904785,0.9230070114135742,0.8588070869445801,0.8516550064086914,0.8760190010070801,0.8047788143157959,0.7982780933380127,0.8062081336975098,0.8064501285552979,0.9220449924468994,0.8971192836761475
6,0.7898349761962891,0.8178820610046387,0.8118462562561035,0.7905011177062988,0.8236968517303467,0.7992522716522217,1.5243821144104004,0.8635027408599854,0.8577368259429932,0.8497660160064697,0.8648748397827148,0.7918589115142822,0.8006868362426758,0.8094158172607422,0.803508996963501,0.810344934463501,0.8099279403686523,0.809535026550293,0.8156290054321289,0.862544059753418,0.9134988784790039,0.9239122867584229,0.8812191486358643,0.8585469722747803,0.8045828342437744,0.8094472885131836,0.8080670833587646,0.8158280849456787,0.8758378028869629,0.9124479293823242
7,0.7814900875091553,0.800818920135498,0.8074231147766113,0.8143148422241211,0.842581033706665,0.8338711261749268,1.5407447814941406,0.8528950214385986,0.8318331241607666,0.846106767654419,0.8620622158050537,0.7972848415374756,0.7978441715240479,0.8203504085540771,0.8032641410827637,0.811713695526123,0.8093948364257812,0.8092617988586426,0.8104560375213623,0.8851931095123291,0.916489839553833,0.9049909114837646,0.8504068851470947,0.8850369453430176,0.8119029998779297,0.8018896579742432,0.8018889427185059,0.8106529712677002,0.8753900527954102,0.8852789402008057
8,0.7903769016265869,0.7998261451721191,0.8085370063781738,0.7908880710601807,0.8190567493438721,0.8002219200134277,1.5308728218078613,0.829639196395874,0.8348867893218994,0.8874340057373047,0.8920371532440186,0.7973566055297852,0.8010120391845703,0.8104159832000732,0.8087239265441895,0.8055846691131592,0.8079040050506592,0.8408880233764648,0.8038699626922607,0.8543403148651123,0.8526551723480225,0.8819901943206787,0.8696458339691162,0.845130205154419,0.8085670471191406,0.797569751739502,0.8069822788238525,0.8137741088867188,0.9110972881317139,0.943173885345459
9,0.7891042232513428,0.8002269268035889,0.8094770908355713,0.7888281345367432,0.8530912399291992,0.8040928840637207,1.54469895362854,0.90267014503479,0.9137499332427979,0.8873388767242432,0.9312610626220703,0.7956829071044922,0.8003549575805664,0.8123767375946045,0.806433916091919,0.8048629760742188,0.8018481731414795,0.8050189018249512,0.8039119243621826,0.8600709438323975,0.8677279949188232,0.8440127372741699,0.8558998107910156,0.8358068466186523,0.8152310848236084,0.7998251914978027,0.8114910125732422,0.8072690963745117,0.8658978939056396,0.8796091079711914
