,0,1,2,3,4,5,6,7,8,9,10
107,11.0,-2.0,1.0,12.0,14.0,3.0,3.0,2.0,4.0,4.0,9.0
108,8.0,5.0,5.0,16.0,6.0,7.0,0.0,-1.0,11.0,3.0,10.0
109,11.0,7.0,2.0,3.0,13.0,3.0,6.0,-1.0,11.0,4.0,8.0
110,15.0,8.0,11.0,3.0,9.0,4.0,3.0,1.0,14.0,4.0,4.0
111,3.0,4.0,2.0,6.0,7.0,12.0,4.0,-1.0,11.0,6.0,13.0
112,9.0,17.0,3.0,4.0,4.0,16.0,0.0,1.0,15.0,2.0,10.0
113,3.0,5.0,9.0,12.0,10.0,4.0,6.0,-1.0,14.0,9.0,4.0
114,6.0,11.0,6.0,10.0,4.0,3.0,4.0,1.0,4.0,8.0,6.0
115,11.0,4.0,15.0,1.0,2.0,6.0,3.0,2.0,14.0,10.0,3.0
116,10.0,7.0,5.0,10.0,9.0,1.0,3.0,-2.0,2.0,9.0,6.0
117,6.0,5.0,3.0,3.0,7.0,11.0,6.0,0.0,-1.0,10.0,8.0
118,13.0,9.0,9.0,11.0,8.0,3.0,4.0,1.0,6.0,14.0,5.0
119,1.0,7.0,2.0,11.0,7.0,11.0,1.0,0.0,6.0,1.0,7.0
120,8.0,11.0,14.0,14.0,11.0,4.0,7.0,6.0,6.0,7.0,10.0
121,11.0,5.0,11.0,10.0,13.0,12.0,1.0,2.0,18.0,3.0,10.0
122,13.0,10.0,6.0,10.0,2.0,2.0,4.0,1.0,3.0,8.0,13.0
123,10.0,7.0,12.0,9.0,12.0,8.0,6.0,2.0,2.0,8.0,6.0
124,10.0,13.0,1.0,13.0,8.0,-3.0,6.0,-1.0,6.0,10.0,10.0
125,11.0,2.0,1.0,2.0,11.0,7.0,1.0,7.0,10.0,5.0,4.0
126,13.0,7.0,7.0,10.0,10.0,8.0,3.0,4.0,2.0,8.0,12.0
127,13.0,10.0,3.0,10.0,3.0,3.0,2.0,4.0,6.0,6.0,4.0
128,13.0,10.0,1.0,7.0,3.0,3.0,10.0,0.0,13.0,2.0,10.0
129,15.0,13.0,4.0,10.0,10.0,3.0,1.0,1.0,9.0,5.0,7.0
130,5.0,16.0,11.0,6.0,7.0,10.0,5.0,1.0,8.0,11.0,4.0
131,11.0,7.0,6.0,14.0,9.0,7.0,1.0,2.0,14.0,12.0,6.0
132,9.0,5.0,6.0,13.0,8.0,10.0,1.0,3.0,19.0,1.0,8.0
133,8.0,14.0,8.0,8.0,10.0,1.0,0.0,9.0,6.0,9.0,10.0
134,3.0,1.0,4.0,14.0,2.0,6.0,0.0,1.0,13.0,11.0,9.0
135,2.0,8.0,13.0,10.0,10.0,3.0,1.0,4.0,6.0,12.0,12.0
136,3.0,10.0,5.0,10.0,0.0,3.0,1.0,0.0,16.0,2.0,11.0
137,12.0,4.0,19.0,8.0,9.0,11.0,1.0,3.0,8.0,2.0,16.0
138,13.0,15.0,10.0,6.0,11.0,5.0,0.0,4.0,7.0,11.0,10.0
139,8.0,5.0,6.0,6.0,9.0,9.0,5.0,1.0,6.0,10.0,7.0
140,14.0,13.0,8.0,7.0,14.0,3.0,5.0,5.0,16.0,11.0,15.0
141,15.0,10.0,9.0,13.0,8.0,10.0,2.0,1.0,15.0,8.0,7.0
142,14.0,0.0,15.0,6.0,4.0,3.0,10.0,4.0,16.0,4.0,11.0
143,7.0,8.0,7.0,16.0,10.0,3.0,0.0,3.0,11.0,14.0,8.0
144,11.0,7.0,6.0,17.0,9.0,3.0,3.0,7.0,13.0,13.0,13.0
145,8.0,7.0,6.0,14.0,6.0,4.0,1.0,3.0,11.0,8.0,1.0
146,8.0,7.0,3.0,13.0,2.0,12.0,2.0,13.0,22.0,17.0,3.0
147,7.0,7.0,11.0,11.0,12.0,8.0,5.0,3.0,8.0,2.0,12.0
148,11.0,16.0,12.0,3.0,9.0,6.0,2.0,6.0,13.0,3.0,10.0
149,7.0,9.0,10.0,9.0,13.0,9.0,2.0,1.0,20.0,5.0,6.0
150,8.0,5.0,7.0,9.0,8.0,10.0,4.0,7.0,10.0,6.0,4.0
151,20.0,6.0,13.0,4.0,17.0,5.0,2.0,8.0,15.0,2.0,4.0
152,9.0,6.0,15.0,11.0,8.0,6.0,3.0,1.0,12.0,2.0,2.0
153,11.0,1.0,0.0,11.0,12.0,11.0,9.0,2.0,7.0,7.0,2.0
154,16.0,11.0,10.0,13.0,4.0,10.0,-1.0,0.0,11.0,6.0,13.0
155,5.0,14.0,7.0,12.0,15.0,9.0,10.0,11.0,12.0,0.0,7.0
156,10.0,8.0,7.0,14.0,7.0,9.0,7.0,5.0,13.0,8.0,2.0
157,16.0,9.0,6.0,11.0,15.0,11.0,3.0,6.0,6.0,14.0,10.0
158,15.0,13.0,16.0,13.0,11.0,14.0,8.0,7.0,12.0,5.0,4.0
159,10.0,7.0,8.0,23.0,12.0,9.0,8.0,1.0,14.0,3.0,0.0
160,11.0,13.0,11.0,11.0,9.0,8.0,2.0,0.0,11.0,5.0,16.0
161,12.0,6.0,10.0,11.0,8.0,14.0,3.0,10.0,6.0,13.0,7.0
162,12.0,8.0,10.0,11.0,14.0,6.0,0.0,0.0,15.0,14.0,7.0
163,11.0,9.0,8.0,6.0,5.0,14.0,2.0,5.0,6.0,14.0,8.0
164,18.0,3.0,11.0,14.0,3.0,3.0,4.0,7.0,11.0,0.0,2.0
165,12.0,3.0,11.0,10.0,2.0,2.0,2.0,14.0,13.0,14.0,9.0
166,11.0,2.0,10.0,15.0,11.0,14.0,1.0,2.0,18.0,10.0,5.0
167,14.0,5.0,6.0,15.0,11.0,8.0,4.0,2.0,10.0,11.0,2.0
168,15.0,7.0,7.0,13.0,13.0,6.0,3.0,12.0,7.0,3.0,7.0
169,11.0,10.0,10.0,16.0,14.0,9.0,4.0,3.0,16.0,11.0,6.0
170,9.0,6.0,3.0,10.0,10.0,7.0,1.0,6.0,12.0,13.0,11.0
171,10.0,16.0,15.0,10.0,15.0,16.0,-1.0,7.0,14.0,18.0,7.0
172,11.0,8.0,13.0,16.0,12.0,8.0,2.0,0.0,14.0,5.0,1.0
173,10.0,12.0,7.0,6.0,6.0,6.0,0.0,10.0,20.0,8.0,6.0
174,15.0,2.0,4.0,14.0,14.0,19.0,7.0,10.0,17.0,10.0,5.0
175,13.0,8.0,13.0,14.0,10.0,6.0,6.0,5.0,12.0,20.0,5.0
176,10.0,3.0,12.0,17.0,10.0,8.0,1.0,0.0,5.0,7.0,9.0
177,7.0,18.0,6.0,12.0,10.0,7.0,2.0,4.0,13.0,8.0,9.0
178,11.0,9.0,15.0,4.0,15.0,5.0,1.0,11.0,12.0,16.0,14.0
179,18.0,13.0,13.0,19.0,4.0,11.0,2.0,6.0,7.0,13.0,6.0
180,10.0,12.0,12.0,6.0,6.0,9.0,2.0,7.0,3.0,3.0,9.0
181,18.0,9.0,10.0,14.0,11.0,6.0,0.0,8.0,14.0,17.0,12.0
182,13.0,13.0,14.0,17.0,18.0,10.0,2.0,0.0,13.0,2.0,11.0
183,18.0,19.0,7.0,13.0,9.0,14.0,5.0,14.0,3.0,8.0,7.0
184,14.0,13.0,12.0,17.0,9.0,11.0,9.0,15.0,16.0,12.0,7.0
185,15.0,10.0,14.0,15.0,22.0,9.0,7.0,3.0,14.0,13.0,6.0
186,16.0,3.0,13.0,14.0,16.0,4.0,2.0,5.0,20.0,16.0,9.0
187,10.0,5.0,14.0,10.0,17.0,7.0,5.0,3.0,19.0,15.0,7.0
188,5.0,9.0,16.0,13.0,12.0,12.0,5.0,0.0,7.0,16.0,9.0
189,11.0,10.0,8.0,13.0,10.0,12.0,5.0,2.0,10.0,18.0,14.0
190,8.0,7.0,11.0,9.0,10.0,8.0,4.0,10.0,15.0,9.0,9.0
191,15.0,12.0,7.0,6.0,13.0,13.0,2.0,5.0,15.0,3.0,4.0
192,6.0,5.0,14.0,19.0,7.0,10.0,11.0,8.0,12.0,13.0,13.0
193,10.0,6.0,11.0,11.0,4.0,1.0,1.0,5.0,11.0,9.0,10.0
194,17.0,9.0,8.0,12.0,18.0,11.0,2.0,14.0,17.0,11.0,10.0
195,13.0,3.0,13.0,14.0,11.0,11.0,7.0,4.0,14.0,9.0,12.0
196,12.0,14.0,11.0,13.0,11.0,10.0,7.0,8.0,10.0,13.0,4.0
197,18.0,7.0,13.0,19.0,17.0,13.0,3.0,8.0,18.0,15.0,4.0
198,16.0,16.0,14.0,13.0,13.0,9.0,6.0,9.0,11.0,17.0,3.0
199,1.0,10.0,13.0,15.0,16.0,4.0,15.0,2.0,17.0,9.0,7.0
200,17.0,9.0,7.0,17.0,14.0,6.0,0.0,4.0,10.0,5.0,7.0
201,13.0,12.0,11.0,16.0,16.0,12.0,6.0,12.0,18.0,5.0,4.0
202,13.0,6.0,13.0,20.0,12.0,11.0,4.0,12.0,12.0,15.0,5.0
203,10.0,13.0,13.0,6.0,11.0,7.0,8.0,7.0,25.0,11.0,4.0
204,16.0,11.0,13.0,9.0,8.0,8.0,5.0,10.0,10.0,7.0,15.0
205,16.0,14.0,12.0,7.0,11.0,15.0,4.0,5.0,13.0,18.0,8.0
206,6.0,10.0,10.0,10.0,10.0,14.0,7.0,5.0,11.0,8.0,6.0
207,14.0,14.0,4.0,8.0,8.0,10.0,0.0,15.0,4.0,11.0,12.0
208,14.0,9.0,16.0,15.0,15.0,8.0,5.0,3.0,17.0,16.0,6.0
209,15.0,12.0,7.0,8.0,6.0,3.0,7.0,10.0,12.0,11.0,7.0
210,1.0,11.0,14.0,16.0,19.0,15.0,2.0,8.0,15.0,0.0,7.0
211,11.0,3.0,17.0,15.0,16.0,10.0,9.0,5.0,15.0,16.0,6.0
212,7.0,6.0,2.0,9.0,20.0,8.0,8.0,11.0,10.0,11.0,3.0
213,1.0,10.0,12.0,16.0,9.0,6.0,4.0,7.0,11.0,14.0,10.0
214,16.0,0.0,12.0,5.0,9.0,5.0,2.0,6.0,12.0,14.0,9.0
215,14.0,3.0,9.0,19.0,14.0,15.0,8.0,2.0,15.0,1.0,10.0
216,12.0,8.0,14.0,14.0,11.0,5.0,1.0,1.0,8.0,8.0,7.0
217,13.0,9.0,9.0,14.0,14.0,17.0,5.0,12.0,11.0,16.0,13.0
218,15.0,11.0,7.0,7.0,6.0,13.0,2.0,15.0,15.0,0.0,1.0
219,10.0,4.0,3.0,15.0,7.0,11.0,6.0,10.0,13.0,12.0,6.0
220,14.0,0.0,11.0,8.0,10.0,7.0,5.0,5.0,15.0,17.0,11.0
221,14.0,4.0,18.0,16.0,16.0,12.0,7.0,12.0,6.0,11.0,4.0
222,12.0,7.0,10.0,10.0,17.0,12.0,11.0,6.0,11.0,9.0,11.0
223,15.0,8.0,11.0,12.0,19.0,15.0,7.0,7.0,9.0,12.0,13.0
224,9.0,20.0,10.0,17.0,18.0,6.0,10.0,4.0,15.0,6.0,7.0
225,18.0,7.0,15.0,11.0,17.0,11.0,8.0,11.0,19.0,12.0,1.0
226,20.0,5.0,17.0,9.0,10.0,9.0,9.0,15.0,17.0,15.0,3.0
227,16.0,-2.0,7.0,11.0,18.0,14.0,8.0,4.0,21.0,13.0,8.0
228,15.0,3.0,11.0,13.0,19.0,13.0,13.0,1.0,15.0,11.0,4.0
229,18.0,4.0,15.0,11.0,18.0,10.0,7.0,16.0,10.0,17.0,4.0
230,13.0,10.0,11.0,15.0,7.0,8.0,9.0,2.0,8.0,7.0,19.0
231,17.0,12.0,19.0,6.0,19.0,20.0,7.0,19.0,4.0,14.0,4.0
232,7.0,6.0,15.0,14.0,4.0,16.0,3.0,3.0,0.0,13.0,14.0
233,9.0,13.0,11.0,16.0,2.0,18.0,4.0,11.0,16.0,15.0,8.0
234,9.0,11.0,4.0,12.0,17.0,3.0,5.0,8.0,8.0,20.0,11.0
235,15.0,10.0,10.0,17.0,14.0,13.0,2.0,5.0,13.0,15.0,12.0
236,15.0,15.0,10.0,14.0,20.0,7.0,15.0,-1.0,13.0,20.0,11.0
237,15.0,16.0,5.0,14.0,21.0,7.0,13.0,6.0,8.0,12.0,15.0
238,14.0,4.0,7.0,13.0,14.0,17.0,3.0,11.0,15.0,12.0,18.0
239,9.0,10.0,8.0,14.0,16.0,14.0,7.0,5.0,8.0,13.0,11.0
240,15.0,10.0,18.0,21.0,15.0,12.0,1.0,7.0,16.0,13.0,11.0
241,11.0,9.0,5.0,4.0,15.0,7.0,10.0,10.0,12.0,13.0,10.0
242,5.0,5.0,19.0,9.0,16.0,8.0,7.0,14.0,4.0,20.0,13.0
243,11.0,14.0,19.0,13.0,17.0,14.0,8.0,9.0,5.0,14.0,0.0
244,12.0,16.0,15.0,16.0,14.0,16.0,9.0,10.0,13.0,8.0,7.0
245,9.0,15.0,5.0,14.0,11.0,15.0,11.0,6.0,14.0,9.0,7.0
246,10.0,6.0,12.0,18.0,7.0,15.0,3.0,14.0,6.0,14.0,16.0
247,16.0,9.0,9.0,9.0,15.0,16.0,10.0,12.0,12.0,10.0,8.0
248,20.0,10.0,15.0,14.0,6.0,14.0,5.0,2.0,13.0,17.0,6.0
249,18.0,9.0,10.0,11.0,11.0,1.0,10.0,14.0,7.0,9.0,6.0
250,17.0,13.0,15.0,9.0,6.0,14.0,14.0,15.0,15.0,17.0,12.0
251,17.0,14.0,10.0,4.0,12.0,15.0,14.0,6.0,14.0,12.0,16.0
252,17.0,4.0,16.0,11.0,0.0,12.0,10.0,12.0,17.0,15.0,6.0
253,14.0,14.0,10.0,14.0,7.0,9.0,6.0,5.0,13.0,19.0,4.0
254,16.0,11.0,4.0,15.0,14.0,10.0,10.0,7.0,18.0,15.0,10.0
255,14.0,6.0,14.0,12.0,10.0,12.0,18.0,14.0,12.0,10.0,11.0
256,8.0,11.0,10.0,16.0,8.0,14.0,1.0,5.0,14.0,7.0,9.0
257,18.0,13.0,14.0,12.0,9.0,13.0,15.0,13.0,11.0,12.0,7.0
258,8.0,15.0,13.0,16.0,9.0,4.0,8.0,11.0,12.0,11.0,17.0
259,20.0,0.0,13.0,11.0,17.0,17.0,8.0,12.0,10.0,17.0,11.0
260,9.0,10.0,14.0,3.0,15.0,16.0,7.0,16.0,16.0,13.0,18.0
261,15.0,5.0,7.0,10.0,19.0,4.0,3.0,14.0,10.0,17.0,10.0
262,14.0,10.0,11.0,13.0,9.0,17.0,11.0,15.0,15.0,12.0,4.0
263,14.0,19.0,5.0,5.0,14.0,10.0,13.0,14.0,14.0,13.0,5.0
264,9.0,10.0,15.0,17.0,19.0,18.0,3.0,2.0,9.0,16.0,12.0
265,15.0,16.0,18.0,9.0,7.0,4.0,7.0,15.0,6.0,8.0,8.0
266,18.0,11.0,10.0,7.0,18.0,13.0,0.0,15.0,6.0,17.0,13.0
267,9.0,12.0,14.0,7.0,6.0,16.0,0.0,6.0,6.0,9.0,14.0
268,18.0,13.0,11.0,16.0,14.0,17.0,5.0,3.0,12.0,5.0,8.0
269,7.0,14.0,19.0,9.0,19.0,15.0,-1.0,0.0,6.0,17.0,12.0
270,13.0,2.0,16.0,16.0,9.0,17.0,4.0,9.0,16.0,18.0,2.0
271,15.0,12.0,19.0,17.0,14.0,10.0,9.0,13.0,13.0,19.0,14.0
272,16.0,12.0,10.0,6.0,14.0,16.0,1.0,11.0,12.0,16.0,13.0
273,16.0,4.0,15.0,7.0,12.0,8.0,6.0,6.0,13.0,17.0,16.0
274,11.0,8.0,8.0,16.0,12.0,9.0,10.0,5.0,9.0,11.0,13.0
275,11.0,2.0,15.0,12.0,6.0,19.0,5.0,8.0,11.0,16.0,8.0
276,10.0,5.0,19.0,10.0,20.0,11.0,5.0,5.0,10.0,17.0,10.0
277,20.0,4.0,19.0,17.0,13.0,16.0,7.0,11.0,13.0,13.0,11.0
278,7.0,11.0,7.0,12.0,6.0,4.0,13.0,14.0,15.0,15.0,13.0
279,11.0,19.0,15.0,8.0,12.0,8.0,3.0,12.0,10.0,14.0,8.0
280,14.0,2.0,16.0,12.0,16.0,10.0,15.0,2.0,13.0,10.0,14.0
281,13.0,8.0,10.0,8.0,15.0,6.0,1.0,9.0,11.0,4.0,10.0
282,17.0,8.0,15.0,9.0,12.0,15.0,5.0,6.0,18.0,14.0,14.0
283,20.0,9.0,14.0,15.0,11.0,7.0,8.0,2.0,14.0,11.0,17.0
284,13.0,9.0,19.0,17.0,4.0,9.0,5.0,2.0,12.0,18.0,15.0
285,13.0,12.0,6.0,8.0,15.0,8.0,4.0,3.0,17.0,14.0,9.0
286,9.0,19.0,10.0,15.0,12.0,13.0,5.0,11.0,16.0,13.0,12.0
287,18.0,1.0,5.0,9.0,15.0,12.0,5.0,3.0,13.0,12.0,4.0
288,8.0,9.0,-1.0,12.0,22.0,13.0,8.0,11.0,10.0,14.0,9.0
289,13.0,13.0,12.0,18.0,14.0,14.0,14.0,9.0,12.0,13.0,12.0
290,19.0,9.0,12.0,20.0,10.0,14.0,8.0,13.0,16.0,9.0,16.0
291,,9.0,16.0,20.0,11.0,15.0,5.0,14.0,10.0,14.0,13.0
292,,6.0,18.0,9.0,13.0,13.0,1.0,4.0,18.0,20.0,11.0
293,,11.0,9.0,12.0,5.0,16.0,1.0,11.0,21.0,14.0,14.0
294,,7.0,2.0,7.0,3.0,16.0,3.0,15.0,16.0,15.0,5.0
295,,14.0,3.0,12.0,12.0,10.0,14.0,9.0,14.0,10.0,12.0
296,,6.0,9.0,5.0,12.0,7.0,2.0,18.0,18.0,16.0,17.0
297,,16.0,12.0,4.0,8.0,14.0,10.0,1.0,8.0,13.0,12.0
298,,8.0,13.0,13.0,14.0,18.0,8.0,5.0,10.0,11.0,9.0
299,,10.0,12.0,15.0,15.0,8.0,4.0,11.0,8.0,12.0,16.0
