,0
0,0.21550393104553223
1,0.24042010307312012
2,0.2304551601409912
3,0.23459267616271973
4,0.4230210781097412
5,0.21445202827453613
6,0.22089004516601562
7,0.2350177764892578
8,0.24767398834228516
9,0.21518993377685547
10,0.522881031036377
11,0.23198223114013672
12,0.24602794647216797
13,0.5510728359222412
14,0.48534512519836426
15,0.2321338653564453
16,0.4849700927734375
17,0.5384280681610107
18,0.23594903945922852
19,0.22643589973449707
20,0.24082183837890625
21,0.23009896278381348
22,0.817828893661499
23,0.22151994705200195
24,0.25965404510498047
25,0.2345731258392334
26,1.2872390747070312
27,1.257861852645874
28,1.246863842010498
29,1.2308621406555176
30,1.2307448387145996
31,1.333698034286499
32,1.2298121452331543
33,1.2539310455322266
34,1.4562129974365234
35,1.5675311088562012
36,1.5455799102783203
37,1.4352359771728516
38,1.4233927726745605
39,1.2168219089508057
40,1.4914112091064453
41,1.6643867492675781
42,1.304042100906372
43,1.218040943145752
44,1.2094790935516357
45,1.2215361595153809
46,1.3292648792266846
47,1.234679937362671
48,1.2210440635681152
49,1.2190337181091309
50,1.251413106918335
51,1.322525978088379
52,1.2270019054412842
53,1.223294973373413
54,1.2435083389282227
55,1.2217369079589844
56,1.3095622062683105
57,1.244616985321045
58,1.238116979598999
59,1.223912000656128
60,1.2304599285125732
61,1.3284552097320557
62,1.2271368503570557
63,1.2230770587921143
64,1.230626106262207
65,1.220848798751831
66,1.3146581649780273
67,1.2213101387023926
68,1.2397871017456055
69,1.2277281284332275
70,1.242720127105713
71,1.6375539302825928
72,1.507369041442871
73,1.2637720108032227
74,1.2360939979553223
75,1.2353780269622803
76,1.3114230632781982
77,1.2234461307525635
78,1.21809983253479
79,1.227532148361206
80,1.2453670501708984
81,1.3057000637054443
82,1.2362282276153564
83,1.251352071762085
84,1.2686529159545898
85,1.2575039863586426
86,1.3408770561218262
87,1.2681779861450195
88,1.2369482517242432
89,1.2341699600219727
90,1.24747896194458
91,1.3467440605163574
92,1.2457427978515625
93,1.2396531105041504
94,1.25888991355896
95,1.2308590412139893
96,1.3250329494476318
97,1.2396020889282227
98,1.2307476997375488
99,1.2397308349609375
100,1.2778198719024658
101,1.7672371864318848
102,1.3945000171661377
103,1.376899242401123
104,1.2371900081634521
105,1.2519829273223877
106,1.3483219146728516
107,1.5596470832824707
108,1.5825631618499756
109,1.3331329822540283
110,1.2177259922027588
111,1.306772232055664
112,1.5330181121826172
113,1.3488290309906006
114,1.458723783493042
115,1.3761310577392578
116,1.3481652736663818
117,1.228381872177124
118,1.2117950916290283
119,1.235489845275879
120,1.232698917388916
121,1.3277761936187744
122,1.2689590454101562
123,1.266613245010376
124,1.2584917545318604
125,1.2439191341400146
126,1.3442010879516602
127,1.5284547805786133
128,1.511488914489746
129,1.3277151584625244
130,1.2371749877929688
131,1.3171541690826416
132,1.239058256149292
133,1.5988750457763672
134,1.5350370407104492
135,1.2761421203613281
136,1.3197498321533203
137,1.2180306911468506
138,1.2222459316253662
139,1.2483100891113281
140,1.238473892211914
141,1.323915958404541
142,1.2369632720947266
143,1.252364158630371
144,1.2482318878173828
145,1.256762981414795
146,1.3376379013061523
147,1.2362399101257324
148,1.2436408996582031
149,1.2306122779846191
150,1.2487318515777588
151,1.3525171279907227
152,1.2339680194854736
153,1.2414360046386719
154,1.2295188903808594
155,1.2319841384887695
156,1.334684133529663
157,1.239330768585205
158,1.2485167980194092
159,1.2400219440460205
160,1.2325513362884521
161,1.3475120067596436
162,1.2278690338134766
163,1.6078708171844482
164,1.2327077388763428
165,1.2216198444366455
166,3.013054847717285
167,1.2319598197937012
168,1.2478008270263672
169,1.2288339138031006
170,2.826712131500244
171,1.3288118839263916
172,1.2440202236175537
173,2.8094630241394043
174,1.2422840595245361
175,1.2582011222839355
176,1.2516872882843018
177,1.2620608806610107
178,2.767300844192505
179,1.246556043624878
180,1.317073106765747
181,1.231348991394043
182,1.2496352195739746
183,1.2526516914367676
184,1.259045124053955
185,1.3353791236877441
186,1.2460682392120361
187,1.2216579914093018
188,1.2170817852020264
189,1.2207260131835938
190,1.3057458400726318
191,1.244391918182373
192,1.223217248916626
193,1.253345012664795
194,1.239980936050415
195,1.2373790740966797
196,1.2519218921661377
197,1.3519139289855957
198,1.2686810493469238
199,1.2545652389526367
200,1.2429649829864502
201,1.23282790184021
202,1.314518928527832
203,1.229508876800537
204,1.2237119674682617
205,1.2520473003387451
206,1.2629270553588867
207,1.3309707641601562
208,1.2705061435699463
209,1.2595911026000977
210,1.2596919536590576
211,1.2231481075286865
212,1.3447580337524414
213,1.2625138759613037
214,1.2641489505767822
215,1.2621922492980957
216,1.2575647830963135
217,1.3223328590393066
218,1.25093674659729
219,1.2507729530334473
220,1.2505097389221191
221,1.245375394821167
222,1.3370630741119385
223,1.2504513263702393
224,1.2365541458129883
225,1.2547237873077393
226,1.2556188106536865
227,1.3283839225769043
228,1.2613279819488525
229,1.241278886795044
230,1.2696781158447266
231,1.232454776763916
232,1.323509931564331
233,1.2200939655303955
234,1.247462272644043
235,1.5433919429779053
236,1.6593410968780518
237,1.5177500247955322
238,1.279968023300171
239,1.2280640602111816
240,1.2417099475860596
241,1.5769078731536865
242,1.6900379657745361
243,1.33870530128479
244,1.212378978729248
245,1.2274010181427002
246,1.2141611576080322
247,1.3096058368682861
248,1.2215020656585693
249,1.231966257095337
250,1.2428879737854004
251,1.2450158596038818
252,1.3415141105651855
253,1.2498416900634766
254,1.248203992843628
255,1.255464792251587
256,1.3255667686462402
257,1.2522318363189697
258,1.2560820579528809
259,1.249589204788208
260,1.2511491775512695
261,1.3228669166564941
262,1.2519128322601318
263,1.2286629676818848
264,1.3448009490966797
265,1.2615232467651367
266,1.25614595413208
267,1.250990867614746
268,1.2341299057006836
269,1.322627067565918
270,1.2475969791412354
271,2.5939111709594727
272,2.5792999267578125
273,1.2522468566894531
274,1.2302501201629639
275,1.3451728820800781
276,1.2726740837097168
277,1.2635250091552734
278,1.315567970275879
279,1.3282432556152344
280,1.2641100883483887
281,1.2435901165008545
282,1.2304120063781738
283,1.247365951538086
284,1.342897891998291
285,2.6757099628448486
286,1.4332239627838135
287,2.6884357929229736
288,1.7742149829864502
289,1.354006052017212
290,1.2550179958343506
291,1.258063793182373
292,1.341883897781372
293,1.325882911682129
294,1.2476041316986084
295,1.2548341751098633
296,1.3443677425384521
297,1.4611139297485352
298,2.546989917755127
299,1.248110055923462
300,1.2560901641845703
301,1.313405990600586
302,1.2267029285430908
303,2.662433624267578
304,2.5642409324645996
305,1.25350022315979
306,1.365778923034668
307,1.2388019561767578
308,2.5718491077423096
309,1.3295261859893799
310,1.2577519416809082
311,1.2578418254852295
312,1.340108871459961
313,1.2712669372558594
314,1.3406519889831543
315,1.2334530353546143
316,1.23911714553833
317,2.1315062046051025
318,2.7650129795074463
319,1.2322611808776855
320,1.2390410900115967
321,1.3431129455566406
322,2.746779203414917
323,1.336082935333252
324,1.3143010139465332
325,1.248718023300171
326,2.8335089683532715
327,1.5000689029693604
328,1.2399747371673584
329,2.734788179397583
330,1.325727939605713
331,1.3373398780822754
332,1.3331410884857178
333,1.334947109222412
334,2.5985710620880127
335,1.3206582069396973
336,1.4370031356811523
337,2.6560449600219727
338,1.3503241539001465
339,1.338503360748291
340,1.2416088581085205
341,1.2352969646453857
342,1.326814889907837
343,1.3406891822814941
344,1.4194910526275635
345,2.5557849407196045
346,2.5534608364105225
347,1.3350582122802734
348,1.341780185699463
349,1.4265000820159912
350,1.3230302333831787
351,1.2664141654968262
352,1.2378358840942383
353,1.3406810760498047
354,1.2261409759521484
355,1.2438712120056152
356,1.236868143081665
357,1.1687099933624268
358,1.2569258213043213
359,1.250227928161621
360,2.769911050796509
361,1.2395730018615723
362,1.250694990158081
363,1.3334720134735107
364,1.4376370906829834
365,2.5979771614074707
366,1.2448439598083496
367,3.7483859062194824
368,1.3331549167633057
369,1.2544560432434082
370,1.25180983543396
371,1.2582941055297852
372,1.2419178485870361
373,1.3361241817474365
374,1.3221843242645264
375,1.260606050491333
376,1.2589690685272217
377,1.2687859535217285
378,1.2499339580535889
379,1.2352020740509033
380,2.857131004333496
381,1.2343831062316895
382,2.767260789871216
383,2.672893762588501
384,2.5977530479431152
385,1.263780117034912
386,1.3515191078186035
387,3.12675404548645
388,1.3735439777374268
389,1.771773099899292
390,2.9558217525482178
391,1.413304090499878
392,2.6258678436279297
393,2.7480292320251465
394,1.2443666458129883
395,2.7584331035614014
396,1.3339431285858154
397,2.7753849029541016
398,1.5138211250305176
399,1.3507049083709717
400,1.2647340297698975
401,1.3583569526672363
402,2.7875959873199463
403,2.765944719314575
404,1.343876838684082
405,2.6795520782470703
406,1.3541429042816162
407,2.794684886932373
408,2.5928497314453125
409,1.4274046421051025
410,1.2594549655914307
411,4.118681192398071
412,3.134611129760742
413,1.2660720348358154
414,1.2389259338378906
415,2.732339382171631
416,1.2349188327789307
417,2.6876089572906494
418,2.9391469955444336
419,2.6539900302886963
420,1.246734857559204
421,1.2412338256835938
422,1.3556489944458008
423,1.2587311267852783
424,1.3606960773468018
425,2.7847931385040283
426,2.7799301147460938
427,2.719775915145874
428,1.3477449417114258
