,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.505241870880127,0.02840280532836914,0.08686184883117676,0.050163984298706055,0.01137995719909668,0.09071087837219238,0.06551003456115723,0.0640251636505127,0.0072171688079833984,0.049906253814697266,0.027950763702392578,0.038926124572753906,0.04278230667114258,0.034152984619140625,0.08774590492248535,0.03500103950500488,0.045783042907714844,0.046855926513671875,0.05046796798706055,0.0404820442199707,0.036225080490112305
1,0.06133770942687988,0.028367042541503906,0.04408001899719238,0.19063305854797363,0.045809030532836914,0.045858144760131836,0.0448000431060791,0.030347824096679688,0.04284501075744629,0.051698923110961914,0.027289867401123047,0.04690694808959961,0.12148094177246094,0.028415918350219727,0.04071402549743652,0.02753305435180664,0.12297821044921875,0.04596400260925293,0.024997234344482422,0.03782486915588379,0.045699119567871094
2,0.047769784927368164,0.033719778060913086,0.026894092559814453,0.025788068771362305,0.07534384727478027,0.04360079765319824,0.04473423957824707,0.05961012840270996,0.049041748046875,0.04728817939758301,0.0218808650970459,0.040495872497558594,0.04405522346496582,0.030031204223632812,0.05224180221557617,0.028279781341552734,0.05013871192932129,0.038125038146972656,0.03421807289123535,0.03141331672668457,0.057253122329711914
3,0.027364015579223633,0.029963016510009766,0.04370903968811035,0.027779102325439453,0.0269930362701416,0.0931541919708252,0.0936288833618164,0.027149200439453125,0.024134159088134766,0.0421910285949707,0.03832101821899414,0.047029972076416016,0.02467513084411621,0.048609018325805664,0.02671504020690918,0.03058004379272461,0.03972792625427246,0.06038975715637207,0.04706096649169922,0.03522992134094238,0.038639068603515625
4,0.0857551097869873,0.04854393005371094,0.02744770050048828,0.0336000919342041,0.04350709915161133,0.26664113998413086,0.04735207557678223,0.022317886352539062,0.02106642723083496,0.038580894470214844,0.038262128829956055,0.03896021842956543,0.033769845962524414,0.04154396057128906,0.1133272647857666,0.06838083267211914,0.05423903465270996,0.028169870376586914,0.04204106330871582,0.029847145080566406,0.022967100143432617
5,0.0336298942565918,0.03936123847961426,0.030328035354614258,0.24556732177734375,0.028890132904052734,0.3553621768951416,0.0462498664855957,0.02672886848449707,0.03283882141113281,0.05760383605957031,0.0527801513671875,0.14651203155517578,0.11700987815856934,0.0212249755859375,0.1934373378753662,0.21650409698486328,0.04664278030395508,0.047930240631103516,0.024228811264038086,0.02851390838623047,0.025336027145385742
6,0.026560068130493164,0.025043010711669922,0.21346092224121094,0.35990405082702637,0.2974886894226074,0.37279629707336426,0.04067683219909668,0.10179591178894043,0.06759238243103027,0.38356494903564453,0.050100088119506836,0.14747214317321777,0.3870201110839844,0.029968738555908203,0.3808250427246094,0.42868924140930176,0.2981259822845459,0.03826403617858887,0.021696090698242188,0.1346900463104248,0.03437209129333496
7,0.35903000831604004,0.020830154418945312,0.3643219470977783,0.3562049865722656,0.3494069576263428,0.38439106941223145,0.33657073974609375,0.3975870609283447,0.04769420623779297,0.5045337677001953,0.3262779712677002,0.3768129348754883,0.3969571590423584,0.031142234802246094,0.40138888359069824,0.37268900871276855,0.38002920150756836,0.04760384559631348,0.03107905387878418,0.061058759689331055,0.04815101623535156
8,0.3688840866088867,0.3408951759338379,0.3613109588623047,0.3814849853515625,0.38492798805236816,0.595963716506958,0.35312414169311523,0.381605863571167,0.3000800609588623,1.1238961219787598,0.3624699115753174,0.368682861328125,0.3693969249725342,0.17954468727111816,0.3674330711364746,0.3783681392669678,0.8296329975128174,0.039114952087402344,0.02475905418395996,0.026827573776245117,0.02796792984008789
9,0.35787081718444824,0.3643527030944824,0.36038708686828613,0.35703492164611816,0.35373711585998535,0.3603501319885254,0.3535890579223633,0.4035670757293701,0.3587319850921631,0.43381619453430176,0.3616321086883545,0.3696022033691406,0.38966894149780273,0.3548710346221924,0.3678450584411621,0.37102270126342773,0.37091612815856934,0.09495401382446289,0.030411958694458008,0.02987504005432129,0.02072596549987793
10,0.3634219169616699,0.35646629333496094,0.3586440086364746,0.3788261413574219,0.35100603103637695,0.3697638511657715,0.3743860721588135,0.36998510360717773,0.37732386589050293,0.3677659034729004,0.3989870548248291,0.37779831886291504,0.36794590950012207,0.37747907638549805,0.3685619831085205,0.38498902320861816,0.6732699871063232,0.04386091232299805,0.13035297393798828,0.03646683692932129,0.028962135314941406
11,0.35356593132019043,0.36929988861083984,0.36298632621765137,0.37296509742736816,0.40193796157836914,1.3930158615112305,0.3979330062866211,0.36553311347961426,0.3450031280517578,0.3816540241241455,0.36171507835388184,0.3924422264099121,0.35805320739746094,0.3405160903930664,0.36561107635498047,0.3775758743286133,0.36342668533325195,0.038100242614746094,0.029787778854370117,0.02625894546508789,0.028998851776123047
12,0.39127564430236816,0.3997199535369873,0.39743494987487793,0.3775150775909424,0.37067294120788574,0.363131046295166,0.35773301124572754,0.3596510887145996,0.35266995429992676,0.37395191192626953,0.3726210594177246,0.36453723907470703,0.367542028427124,0.39807701110839844,0.3806309700012207,0.35724306106567383,0.5062699317932129,0.08785200119018555,0.03007197380065918,0.022909164428710938,0.030627965927124023
