,0
0,0.03289914131164551
1,1.153648853302002
2,0.11581301689147949
3,0.02153778076171875
4,0.0629892349243164
5,0.029368877410888672
6,0.030719995498657227
7,0.022829055786132812
8,0.09198904037475586
9,0.1084139347076416
10,0.04941987991333008
11,0.029785871505737305
12,0.21388792991638184
13,1.3450038433074951
14,0.7107319831848145
15,0.6068708896636963
16,0.6119182109832764
17,0.6040759086608887
18,0.5854463577270508
19,0.6487491130828857
20,0.5901570320129395
21,1.3264257907867432
22,0.6487288475036621
23,0.6523919105529785
24,0.5902731418609619
25,0.5919387340545654
26,0.5881710052490234
27,0.6105411052703857
28,0.6398789882659912
29,1.2691571712493896
30,0.5963749885559082
31,2.261197090148926
32,0.6023831367492676
33,0.6054503917694092
34,0.5962469577789307
35,2.2371339797973633
36,0.6331987380981445
37,1.2907471656799316
38,0.611274003982544
39,0.6003808975219727
40,0.5965240001678467
41,0.6054918766021729
42,1.297685146331787
43,0.60459303855896
44,0.6743228435516357
45,0.6489648818969727
46,0.5947411060333252
47,1.2839360237121582
48,1.2758140563964844
49,0.8595283031463623
50,0.6427140235900879
51,0.6041979789733887
52,0.5705082416534424
53,0.5922858715057373
54,0.60809326171875
55,0.655531644821167
56,0.6076300144195557
57,2.084127902984619
58,1.3118579387664795
59,0.6073188781738281
60,0.6633589267730713
61,1.3220303058624268
62,0.5866320133209229
63,0.6057300567626953
64,0.595628023147583
65,0.6370410919189453
66,1.2247741222381592
67,0.5997011661529541
68,0.63155198097229
69,0.6046020984649658
70,0.6023967266082764
71,1.3498609066009521
72,0.5986471176147461
73,0.5954577922821045
74,0.650691032409668
75,0.5947680473327637
76,0.5903820991516113
77,0.59375
78,0.5852899551391602
79,0.6677732467651367
80,0.5979800224304199
81,0.5989868640899658
82,0.5886061191558838
83,0.5915801525115967
84,0.6364080905914307
85,0.5981976985931396
86,0.6089358329772949
87,0.5952167510986328
88,0.6056020259857178
89,0.6395790576934814
90,0.5930590629577637
91,0.5933871269226074
92,0.6031548976898193
93,0.60489821434021
94,0.6475119590759277
95,0.594196081161499
96,0.609246015548706
97,0.6115231513977051
98,0.5917818546295166
99,0.6579468250274658
100,0.6025032997131348
101,0.5986661911010742
102,0.601729154586792
103,0.5966629981994629
104,0.6476559638977051
105,0.5868690013885498
106,0.5950181484222412
107,0.587794303894043
108,0.6066539287567139
109,0.640718936920166
110,0.6007070541381836
111,0.596081018447876
112,0.5836989879608154
113,0.5943291187286377
114,0.6425619125366211
115,0.605025053024292
116,0.591486930847168
117,0.611159086227417
118,0.5961301326751709
119,0.6475169658660889
120,0.5920860767364502
121,0.5952048301696777
122,0.597599983215332
123,0.6074428558349609
124,0.6500589847564697
125,0.609990119934082
126,0.594336748123169
127,0.5918538570404053
128,0.5978209972381592
129,0.648186206817627
130,0.600250244140625
131,0.5985980033874512
132,0.5967249870300293
133,0.6080739498138428
134,0.5929017066955566
135,0.6379799842834473
136,0.597775936126709
137,0.6037850379943848
138,0.5951738357543945
139,0.6043930053710938
140,0.5980770587921143
141,0.5938396453857422
142,0.6135900020599365
143,0.6003680229187012
144,0.6721951961517334
145,0.6057741641998291
146,0.7683379650115967
147,2.209129810333252
148,0.6470727920532227
149,0.6158971786499023
150,0.6003608703613281
151,0.613271951675415
152,1.4403102397918701
153,0.5953819751739502
154,0.6120178699493408
155,0.6135797500610352
156,2.164618968963623
157,0.6327822208404541
158,0.6207449436187744
159,0.6020510196685791
160,0.6013550758361816
161,0.5964040756225586
162,0.6004650592803955
163,0.65777587890625
164,0.6198129653930664
165,0.6111888885498047
166,0.5991489887237549
167,0.5997939109802246
168,0.6478409767150879
169,0.5965120792388916
170,0.6185619831085205
171,2.1558680534362793
172,0.5980370044708252
173,0.6526179313659668
174,0.6074161529541016
175,0.6038320064544678
176,0.6384119987487793
177,0.5949890613555908
178,1.2368428707122803
179,0.6395869255065918
180,0.6020081043243408
181,0.612281084060669
182,0.603273868560791
183,1.2525312900543213
184,1.4254589080810547
185,0.6173429489135742
186,0.605078935623169
187,0.5987119674682617
188,0.6050631999969482
189,0.6026561260223389
190,1.2530169486999512
191,0.6444222927093506
192,0.5958571434020996
193,1.3099541664123535
194,0.6822311878204346
195,0.5965921878814697
196,1.3120381832122803
197,1.436906099319458
198,0.6089348793029785
199,0.774956226348877
200,1.2738161087036133
201,1.2827908992767334
202,0.640557050704956
203,0.6192078590393066
204,0.6146938800811768
205,0.7800238132476807
206,1.2927260398864746
207,0.6011209487915039
208,0.5945620536804199
209,0.6546828746795654
210,0.6149842739105225
211,0.5976002216339111
212,0.5997722148895264
213,0.6046409606933594
214,0.5962240695953369
215,0.6488666534423828
216,0.5907900333404541
217,0.5952048301696777
218,0.597214937210083
219,0.607201099395752
220,0.6612448692321777
221,0.5977380275726318
222,0.6137399673461914
223,0.5941779613494873
224,0.5994429588317871
225,0.6433007717132568
226,0.5993998050689697
227,1.0275928974151611
228,0.6421210765838623
229,0.6080090999603271
230,0.6168191432952881
231,0.5976810455322266
232,0.5977199077606201
233,0.6461870670318604
234,0.5954360961914062
235,0.5955429077148438
236,0.6139240264892578
237,0.5981688499450684
238,0.6439237594604492
239,0.6051671504974365
240,0.6147279739379883
241,0.6022498607635498
242,0.5918970108032227
243,0.6399669647216797
244,0.605247974395752
245,0.5960788726806641
246,0.5951769351959229
247,0.6073160171508789
248,0.5935320854187012
249,0.6516170501708984
250,0.5978918075561523
251,0.6048738956451416
252,0.6055169105529785
253,0.5967519283294678
254,0.6477110385894775
255,0.6175990104675293
256,0.5917148590087891
257,0.5893487930297852
258,0.6032860279083252
259,0.6519291400909424
260,0.5937769412994385
261,0.5990269184112549
262,1.2487847805023193
263,0.6441836357116699
264,0.5961856842041016
265,0.6156938076019287
266,0.6036648750305176
267,0.6162559986114502
268,0.6141610145568848
