,0,1,2,3,4,5,6,7,8,9
0,0.116729736328125,0.04331803321838379,0.026050806045532227,0.04872393608093262,0.04344511032104492,0.06340360641479492,0.0437009334564209,0.05450272560119629,0.08741521835327148,0.03306078910827637
1,0.0602419376373291,0.0355229377746582,0.030836105346679688,0.04236912727355957,0.04407501220703125,0.02554798126220703,0.0465090274810791,0.09421706199645996,0.10286808013916016,0.024067163467407227
2,0.03260397911071777,0.027380943298339844,0.07876396179199219,0.07383394241333008,0.04288482666015625,0.0590059757232666,0.0357050895690918,0.04851508140563965,0.20106267929077148,0.03548789024353027
3,0.10148191452026367,0.023602962493896484,0.02841496467590332,0.03150582313537598,0.024255037307739258,0.031141042709350586,0.02597498893737793,0.10111308097839355,0.35970306396484375,0.04345417022705078
4,0.045369863510131836,0.02783203125,0.022037029266357422,0.02219104766845703,0.04098796844482422,0.02614879608154297,0.14734601974487305,0.02397298812866211,0.3879837989807129,0.02737712860107422
5,0.039923906326293945,0.06700301170349121,0.025469303131103516,0.022963285446166992,0.027603864669799805,0.023130178451538086,0.0471348762512207,0.24187898635864258,0.37727999687194824,0.027362823486328125
6,0.30811619758605957,0.022291898727416992,0.032431840896606445,0.04165196418762207,0.029941082000732422,0.026726961135864258,0.7918331623077393,0.8420650959014893,0.37413501739501953,0.02141118049621582
7,0.328463077545166,0.08608484268188477,0.10126900672912598,0.12949299812316895,0.027047157287597656,0.34433603286743164,0.834259033203125,0.3781397342681885,0.39336085319519043,0.028434038162231445
8,0.41101694107055664,0.36420607566833496,0.4060180187225342,0.3692140579223633,0.055854082107543945,0.35825490951538086,0.37770605087280273,0.3819119930267334,0.38320088386535645,0.5302777290344238
9,0.3792378902435303,0.39246106147766113,0.3879208564758301,0.8081648349761963,0.3736591339111328,0.3666951656341553,0.3749208450317383,0.3880159854888916,0.38367319107055664,0.3693430423736572
10,0.3586759567260742,0.3568751811981201,0.3568723201751709,0.38416004180908203,0.38867712020874023,0.4063079357147217,0.35679006576538086,0.3783400058746338,0.35511302947998047,0.38262104988098145
11,0.36562108993530273,0.374309778213501,0.35610508918762207,0.40520787239074707,0.3555328845977783,0.8432478904724121,0.35987305641174316,0.366070032119751,0.38002729415893555,0.3770110607147217
12,0.3674130439758301,0.3565852642059326,0.35684800148010254,0.3607940673828125,0.35860514640808105,0.8806078433990479,0.37654829025268555,0.3564941883087158,0.39272117614746094,0.39466094970703125
13,0.4004330635070801,0.3751800060272217,0.38603901863098145,0.3674197196960449,0.3636009693145752,0.38982391357421875,0.3900291919708252,0.37975215911865234,0.3661057949066162,0.35750508308410645
14,0.3537447452545166,0.39045095443725586,0.36672306060791016,0.38329195976257324,0.39226508140563965,0.3604249954223633,0.37110233306884766,0.3760969638824463,0.3726489543914795,0.3600649833679199
15,0.3805360794067383,0.3600740432739258,0.3712918758392334,0.3743150234222412,0.37061405181884766,0.8414380550384521,0.3818087577819824,0.36785364151000977,0.3794522285461426,0.3770277500152588
16,0.37083888053894043,0.3587508201599121,0.36483001708984375,0.39376401901245117,0.3592061996459961,0.3842010498046875,0.3699221611022949,0.35771608352661133,0.369488000869751,0.38436293601989746
17,0.35790109634399414,0.36394596099853516,0.372208833694458,0.36035823822021484,0.36168909072875977,0.38021421432495117,0.3579540252685547,0.3876657485961914,0.4129190444946289,0.39075613021850586
